0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	-0.234256	-0.470569
0.100000	0.000995	0.000000	0.194269	-1.343038
0.200000	0.002975	0.000000	0.713754	-1.971418
0.300000	0.005931	0.000001	0.352105	-1.546780
0.400000	0.009852	0.000003	0.401596	-1.053854
0.500000	0.014729	0.000007	0.294154	-1.068196
0.600000	0.020552	0.000015	0.713889	-0.831138
0.700000	0.027313	0.000027	0.855606	-0.445521
0.800000	0.035001	0.000045	0.814389	-0.156919
0.900000	0.043608	0.000071	0.780802	-0.479081
1.000000	0.053124	0.000108	0.806587	-0.470313
1.100000	0.063541	0.000156	0.771684	-0.422685
1.200000	0.074848	0.000219	0.794773	-0.560166
1.300000	0.087039	0.000298	0.858898	-0.422934
1.400000	0.100102	0.000397	0.951371	-0.456810
1.500000	0.114031	0.000519	1.058409	-0.490700
1.600000	0.128816	0.000666	1.165093	-0.689715
1.700000	0.144449	0.000842	1.321966	-0.720039
1.800000	0.160920	0.001050	1.047628	-0.983595
1.900000	0.178223	0.001293	1.172187	-1.073230
2.000000	0.196347	0.001575	1.064299	-0.995141
2.100000	0.215286	0.001899	1.140704	-0.934335
2.200000	0.235031	0.002270	0.964060	-0.742354
2.300000	0.255573	0.002692	0.929418	-0.822042
2.400000	0.276905	0.003167	0.882504	-0.728195
2.500000	0.299018	0.003702	0.900791	-0.624542
2.600000	0.321906	0.004299	0.876512	-0.429136
2.700000	0.345558	0.004964	0.864390	-0.079306
2.800000	0.369969	0.005701	0.646890	-0.174021
2.900000	0.395129	0.006513	0.778266	-0.071100
3.000000	0.421032	0.007407	0.600601	0.075104
3.100000	0.447669	0.008386	0.279277	-0.072137
3.200000	0.475034	0.009456	0.573266	0.079967
3.300000	0.503117	0.010621	0.515459	0.004730
3.400000	0.531912	0.011887	0.583964	0.083922
3.500000	0.561412	0.013257	0.654614	0.016225
3.600000	0.591608	0.014739	0.477516	0.004849
3.700000	0.622493	0.016335	0.408272	0.255947
3.800000	0.654060	0.018052	0.510630	0.135433
3.900000	0.686302	0.019896	0.468217	0.439352
4.000000	0.719211	0.021870	0.452400	0.401131
4.100000	0.752779	0.023981	0.234297	0.248929
4.200000	0.787001	0.026234	0.177108	0.224242
4.300000	0.821867	0.028634	0.330196	0.148532
4.400000	0.857372	0.031187	0.461563	-0.028739
4.500000	0.893507	0.033898	0.563035	0.102226
4.600000	0.930267	0.036773	0.908123	0.164343
4.700000	0.967643	0.039817	1.117325	0.153678
4.800000	1.005628	0.043036	1.365639	0.226670
4.900000	1.044216	0.046435	1.360115	0.018530
5.000000	1.083399	0.050021	1.310999	-0.029354
5.100000	1.123171	0.053797	1.460776	0.129775
5.200000	1.163524	0.057771	1.540985	-0.194305
5.300000	1.204451	0.061948	1.638224	-0.344824
5.400000	1.245945	0.066334	1.760796	-0.032695
5.500000	1.287999	0.070933	1.929935	-0.154539
5.600000	1.330606	0.075752	1.877400	-0.089310
5.700000	1.373760	0.080797	2.011250	0.145116
5.800000	1.417453	0.086072	2.222400	-0.047008
5.900000	1.461678	0.091585	2.025505	0.102405
6.000000	1.506428	0.097339	2.077929	-0.043063
6.100000	1.551697	0.103342	2.232119	0.059864
6.200000	1.597477	0.109598	2.083813	-0.169612
6.300000	1.643762	0.116113	2.202987	-0.165978
6.400000	1.690544	0.122893	1.929675	-0.124571
6.500000	1.737816	0.129943	2.213992	0.013491
6.600000	1.785572	0.137269	2.271069	0.196999
6.700000	1.833805	0.144877	2.317312	0.024501
6.800000	1.882508	0.152771	2.284833	-0.075873
6.900000	1.931673	0.160958	2.213621	-0.191694
7.000000	1.981295	0.169443	2.301044	-0.145694
7.100000	2.031365	0.178231	2.309440	0.075719
7.200000	2.081877	0.187328	2.482582	0.044837
7.300000	2.132824	0.196739	2.299318	0.093447
7.400000	2.184199	0.206469	2.396008	0.081917
7.500000	2.235996	0.216525	2.387208	-0.001949
7.600000	2.288206	0.226910	2.630010	-0.119339
7.700000	2.340824	0.237630	2.890386	-0.088680
7.800000	2.393842	0.248692	2.943372	-0.097747
7.900000	2.447253	0.260099	3.104187	-0.116472
8.000000	2.501050	0.271856	3.137070	-0.335324
8.100000	2.555226	0.283970	3.453557	-0.373682
8.200000	2.609775	0.296445	3.614189	-0.442145
8.300000	2.664689	0.309286	3.377862	-0.381764
8.400000	2.719961	0.322497	3.413217	-0.387395
8.500000	2.775584	0.336085	3.335460	-0.234750
8.600000	2.831551	0.350053	3.232612	-0.136072
8.700000	2.887855	0.364407	3.266420	-0.393483
8.800000	2.944488	0.379151	3.180517	-0.202858
8.900000	3.001445	0.394290	3.302874	-0.189608
9.000000	3.058718	0.409829	3.312694	-0.098002
9.100000	3.116299	0.425773	3.439720	0.021928
9.200000	3.174181	0.442125	3.293545	-0.186545
9.300000	3.232358	0.458891	3.377256	0.152473
9.400000	3.290823	0.476074	3.514916	-0.020034
9.500000	3.349567	0.493680	3.589461	-0.088037
9.600000	3.408584	0.511712	3.821108	-0.112072
9.700000	3.467868	0.530175	3.955968	-0.297589
9.800000	3.527409	0.549073	4.122424	-0.188655
9.900000	3.587203	0.568411	4.165015	-0.184470
10.000000	3.647240	0.588192	4.401891	-0.127787
10.100000	3.707514	0.608420	4.564327	0.170391
10.200000	3.768018	0.629099	4.531265	0.208976
10.300000	3.828745	0.650234	4.648608	0.540015
10.400000	3.889687	0.671827	4.784995	0.520057
10.500000	3.950837	0.693884	4.757634	0.285456
10.600000	4.012188	0.716407	4.922234	0.581973
10.700000	4.073732	0.739400	4.794158	0.853714
10.800000	4.135462	0.762867	4.810955	0.907796
10.900000	4.197372	0.786811	5.091303	0.717810
11.000000	4.259453	0.811236	5.198405	0.769226
11.100000	4.321698	0.836145	5.018038	0.829596
11.200000	4.384100	0.861541	5.237803	0.837489
11.300000	4.446651	0.887428	4.950044	0.843298
11.400000	4.509345	0.913809	5.015433	0.893451
11.500000	4.572174	0.940686	5.235804	0.993783
11.600000	4.635130	0.968063	5.277821	1.184713
11.700000	4.698207	0.995944	5.325131	1.167356
11.800000	4.761396	1.024329	5.350565	1.146403
11.900000	4.824691	1.053223	5.380632	1.394778
12.000000	4.888083	1.082629	5.298082	1.345427
